Year,Country Name,Indicator Name,Value
2022,Iceland,Population,25335.76
2010,Ireland,Population,197036.295
2011,Ireland,Population,206494.885
2012,Ireland,Population,213365.684
2013,Ireland,Population,221217.164
2014,Ireland,Population,238187.305
2015,Ireland,Population,324787.369
2016,Ireland,Population,340185.299
2017,Ireland,Population,374825.508
2018,Ireland,Population,412301.576
2019,Ireland,Population,442690.205
2020,Ireland,Population,468339.713
2021,Ireland,Population,536386.735
2022,Ireland,Population,656439.507
2010,Italy,Population,2083996.379
2011,Italy,Population,2173169.961
2012,Italy,Population,2172383.108
2013,Italy,Population,2187376.607
2014,Italy,Population,2200256.409
2015,Italy,Population,2240922.483
2016,Italy,Population,2420672.141
2017,Italy,Population,2517184.468
2018,Italy,Population,2600326.872
2019,Italy,Population,2735577.365
2020,Italy,Population,2564455.924
2021,Italy,Population,2760717.633
2022,Italy,Population,3092145.9
2010,Luxembourg,Population,45806.816
2011,Luxembourg,Population,48970.83
2012,Luxembourg,Population,51308.749
2013,Luxembourg,Population,54838.627
2014,Luxembourg,Population,58578.312
2015,Luxembourg,Population,61437.294
2016,Luxembourg,Population,65980.114
2017,Luxembourg,Population,68570.173
2018,Luxembourg,Population,70825.278
2019,Luxembourg,Population,74115.971
2020,Luxembourg,Population,75656.711
2021,Luxembourg,Population,84175.446
2022,Luxembourg,Population,93962.589
2010,Netherlands,Population,748383.899
2011,Netherlands,Population,777880.907
2012,Netherlands,Population,792041.828
2013,Netherlands,Population,827475.788
2014,Netherlands,Population,830318.43
2015,Netherlands,Population,851884.697
2016,Netherlands,Population,890488.555
2017,Netherlands,Population,943739.619
2018,Netherlands,Population,996447.288
2019,Netherlands,Population,1044307.685
2020,Netherlands,Population,1043402.526
2021,Netherlands,Population,1111051.53
2022,Netherlands,Population,1256312.118
2010,Norway,Population,284685.067
2011,Norway,Population,309370.337
2012,Norway,Population,330093.373
2013,Norway,Population,342254.475
2014,Norway,Population,340765.256
2015,Norway,Population,315145.02
2016,Norway,Population,310303.322
2017,Norway,Population,340837.014
2018,Norway,Population,373182.531
2019,Norway,Population,373905.514
2020,Norway,Population,350366.117
2021,Norway,Population,442761.845
2022,Norway,Population,518561.227
2010,Poland,Population,794704.641
2011,Poland,Population,862451.786
2012,Poland,Population,897877.763
2013,Poland,Population,925133.245
2014,Poland,Population,962317.654
2015,Poland,Population,1018896.563
2016,Poland,Population,1069459.06
2017,Poland,Population,1137654.148
2018,Poland,Population,1216240.494
2019,Poland,Population,1327882.052
2020,Poland,Population,1338432.734
2021,Poland,Population,1443514.646
2022,Poland,Population,1649468.644
2010,Portugal,Population,288228.565
2011,Portugal,Population,282620.91
2012,Portugal,Population,277991.759
2013,Portugal,Population,292135.199
2014,Portugal,Population,298951.673
2015,Portugal,Population,307230.008
2016,Portugal,Population,326364.379
2017,Portugal,Population,340370.325
2018,Portugal,Population,359198.932
2019,Portugal,Population,383670.579
2020,Portugal,Population,359941.428
2021,Portugal,Population,378292.824
2022,Portugal,Population,435020.402
2010,Slovakia,Population,136951.599
2011,Slovakia,Population,141755.313
2012,Slovakia,Population,145972.536
2013,Slovakia,Population,151678.246
2014,Slovakia,Population,157298.526
2015,Slovakia,Population,163007.449
2016,Slovakia,Population,161498.697
2017,Slovakia,Population,163951.2
2018,Slovakia,Population,170864.165
2019,Slovakia,Population,182459.05
2020,Slovakia,Population,179715.845
2021,Slovakia,Population,188085.979
2022,Slovakia,Population,205495.401
2010,Spain,Population,1475606.419
2011,Spain,Population,1489594.952
2012,Spain,Population,1483654.097
2013,Spain,Population,1512561.983
2014,Spain,Population,1558986.389
2015,Spain,Population,1621825.009
2016,Spain,Population,1734116.161
2017,Spain,Population,1842770.464
2018,Spain,Population,1905450.021
2019,Spain,Population,2031924.567
2020,Spain,Population,1799328.046
2021,Spain,Population,1928019.184
2022,Spain,Population,2225886.52
2010,Sweden,Population,395960.987
2011,Sweden,Population,421515.998
2012,Sweden,Population,432488.303
2013,Sweden,Population,444616.544
2014,Sweden,Population,457507.758
2015,Sweden,Population,481170.723
2016,Sweden,Population,500423.665
2017,Sweden,Population,522476.825
2018,Sweden,Population,544594.071
2019,Sweden,Population,579773.396
2020,Sweden,Population,581247.942
2021,Sweden,Population,626269.585
2022,Sweden,Population,683843.355
2010,Switzerland,Population,425979.998
2011,Switzerland,Population,454911.977
2012,Switzerland,Population,475340.888
2013,Switzerland,Population,498760.658
2014,Switzerland,Population,519299.875
2015,Switzerland,Population,540550.996
2016,Switzerland,Population,563950.47
2017,Switzerland,Population,576360.576
2018,Switzerland,Population,601868.008
2019,Switzerland,Population,623154.669
2020,Switzerland,Population,611675.806
2021,Switzerland,Population,661282.472
2022,Switzerland,Population,723517.334
2010,United Kingdom,Population,2295926.826
2011,United Kingdom,Population,2357065.652
2012,United Kingdom,Population,2441787.874
2013,United Kingdom,Population,2563540.009
2014,United Kingdom,Population,2667111.912
2015,United Kingdom,Population,2773799.776
2016,United Kingdom,Population,2903649.696
2017,United Kingdom,Population,3045581.584
2018,United Kingdom,Population,3137072.362
2019,United Kingdom,Population,3294277.295
2020,United Kingdom,Population,3077151.591
2021,United Kingdom,Population,3355086.227
2022,United Kingdom,Population,3754153.095
2010,Estonia,Population,28784.31
2011,Estonia,Population,32598.245
2012,Estonia,Population,34384.891
2013,Estonia,Population,36198.154
2014,Estonia,Population,38050.086
2015,Estonia,Population,38378.235
2016,Estonia,Population,41201.029
2017,Estonia,Population,44556.482
2018,Estonia,Population,48133.366
2019,Estonia,Population,51758.554
2020,Estonia,Population,52438.777
2021,Estonia,Population,57864.708
2022,Estonia,Population,63555.067
2010,Russia,Population,3143873.887
2011,Russia,Population,3259319.17
2012,Russia,Population,3480301.72
2013,Russia,Population,3741783.371
2014,Russia,Population,3763536.922
2015,Russia,Population,3526234.314
2016,Russia,Population,3538975.3
2017,Russia,Population,3807099.411
2018,Russia,Population,4231840.387
2019,Russia,Population,4398115.281
2020,Russia,Population,4367291.715
2021,Russia,Population,0.0
2010,Slovenia,Population,57002.774
2011,Slovenia,Population,59391.555
2012,Slovenia,Population,59745.667
2013,Slovenia,Population,61744.434
2014,Slovenia,Population,63653.392
2015,Slovenia,Population,65265.909
2016,Slovenia,Population,70079.359
2017,Slovenia,Population,75438.709
2018,Slovenia,Population,80823.475
2019,Slovenia,Population,87897.466
2020,Slovenia,Population,85929.679
2021,Slovenia,Population,92701.12
2022,Slovenia,Population,106933.333
2010,Latvia,Population,37140.929
2011,Latvia,Population,39646.372
2012,Latvia,Population,43311.605
2013,Latvia,Population,45564.445
2014,Latvia,Population,47483.528
2015,Latvia,Population,49384.341
2016,Latvia,Population,52362.25
2017,Latvia,Population,55691.224
2018,Latvia,Population,59505.492
2019,Latvia,Population,63017.996
2020,Latvia,Population,62750.162
2021,Latvia,Population,65991.926
2022,Latvia,Population,76741.786
2010,Lithuania,Population,62244.934
2011,Lithuania,Population,69298.245
2012,Lithuania,Population,73809.042
2013,Lithuania,Population,79034.188
2014,Lithuania,Population,82647.295
2015,Lithuania,Population,83761.504
2016,Lithuania,Population,88700.479
2017,Lithuania,Population,95492.278
2018,Lithuania,Population,101910.429
2019,Lithuania,Population,111646.989
2020,Lithuania,Population,112288.658
2021,Lithuania,Population,122667.694
2022,Lithuania,Population,139482.646
2010,Croatia,Population,86116.247
2011,Croatia,Population,90295.751
2012,Croatia,Population,91597.876
2013,Croatia,Population,94198.785
2014,Croatia,Population,94773.754
2015,Croatia,Population,98104.634
2016,Croatia,Population,105445.408
2017,Croatia,Population,112215.476
2018,Croatia,Population,118176.489
2019,Croatia,Population,128412.794
2020,Croatia,Population,120163.984
2021,Croatia,Population,134651.558
2022,Croatia,Population,157149.131
2010,Austria,Poverty,0.089
2011,Austria,Poverty,0.091
2012,Austria,Poverty,0.096
2013,Austria,Poverty,0.09
2014,Austria,Poverty,0.091
2015,Austria,Poverty,0.087
2016,Austria,Poverty,0.098
2017,Austria,Poverty,0.094
2018,Austria,Poverty,0.094
2019,Austria,Poverty,0.1
2020,Austria,Poverty,0.0
2021,Austria,Poverty,0.0
2022,Austria,Poverty,0.0
2010,Belgium,Poverty,0.0
2011,Belgium,Poverty,0.0
2012,Belgium,Poverty,0.0
2013,Belgium,Poverty,0.0
2014,Belgium,Poverty,0.0
2015,Belgium,Poverty,0.0
2016,Belgium,Poverty,0.0
2017,Belgium,Poverty,0.0
2018,Belgium,Poverty,0.082
2019,Belgium,Poverty,0.081
2020,Belgium,Poverty,0.0
2021,Belgium,Poverty,0.0
2022,Belgium,Poverty,0.0
2010,Denmark,Poverty,0.0
2011,Denmark,Poverty,0.058
2012,Denmark,Poverty,0.054
2013,Denmark,Poverty,0.054
2014,Denmark,Poverty,0.055
2015,Denmark,Poverty,0.055
2016,Denmark,Poverty,0.058
2017,Denmark,Poverty,0.061
2018,Denmark,Poverty,0.064
2019,Denmark,Poverty,0.065
2020,Denmark,Poverty,0.0
2021,Denmark,Poverty,0.0
2022,Denmark,Poverty,0.0
2010,Finland,Poverty,0.072
2011,Finland,Poverty,0.075
2012,Finland,Poverty,0.065
2013,Finland,Poverty,0.071
2014,Finland,Poverty,0.068
2015,Finland,Poverty,0.063
2016,Finland,Poverty,0.058
2017,Finland,Poverty,0.063
2018,Finland,Poverty,0.065
2019,Finland,Poverty,0.064
2020,Finland,Poverty,0.057
2021,Finland,Poverty,0.0
2022,Finland,Poverty,0.0
2010,France,Poverty,0.0
2011,France,Poverty,0.0
2012,France,Poverty,0.085
2013,France,Poverty,0.079
2014,France,Poverty,0.081
2015,France,Poverty,0.081
2016,France,Poverty,0.083
2017,France,Poverty,0.081
2018,France,Poverty,0.085
2019,France,Poverty,0.084
2020,France,Poverty,0.0
2021,France,Poverty,0.0
2022,France,Poverty,0.0
2010,Germany,Poverty,0.0
2011,Germany,Poverty,0.087
2012,Germany,Poverty,0.084
2013,Germany,Poverty,0.091
2014,Germany,Poverty,0.095
2015,Germany,Poverty,0.101
2016,Germany,Poverty,0.104
2017,Germany,Poverty,0.104
2018,Germany,Poverty,0.098
2019,Germany,Poverty,0.109
2020,Germany,Poverty,0.0
2021,Germany,Poverty,0.0
2022,Germany,Poverty,0.0
2010,Greece,Poverty,0.141
2011,Greece,Poverty,0.151
2012,Greece,Poverty,0.149
2013,Greece,Poverty,0.151
2014,Greece,Poverty,0.148
2015,Greece,Poverty,0.149
2016,Greece,Poverty,0.144
2017,Greece,Poverty,0.126
2018,Greece,Poverty,0.121
2019,Greece,Poverty,0.115
2020,Greece,Poverty,0.0
2021,Greece,Poverty,0.0
2022,Greece,Poverty,0.0
2010,Hungary,Poverty,0.073
2011,Hungary,Poverty,0.077
2012,Hungary,Poverty,0.085
2013,Hungary,Poverty,0.086
2014,Hungary,Poverty,0.087
2015,Hungary,Poverty,0.085
2016,Hungary,Poverty,0.077
2017,Hungary,Poverty,0.08
2018,Hungary,Poverty,0.087
2019,Hungary,Poverty,0.092
2020,Hungary,Poverty,0.0
2021,Hungary,Poverty,0.0
2022,Hungary,Poverty,0.0
2010,Iceland,Poverty,0.0
2011,Iceland,Poverty,0.0
2012,Iceland,Poverty,0.0
2013,Iceland,Poverty,0.0
2014,Iceland,Poverty,0.0
2015,Iceland,Poverty,0.0
2016,Iceland,Poverty,0.0
2017,Iceland,Poverty,0.0
2018,Iceland,Poverty,0.0
2019,Iceland,Poverty,0.0
2020,Iceland,Poverty,0.0
2021,Iceland,Poverty,0.0
2022,Iceland,Poverty,0.0
2010,Ireland,Poverty,0.091
2011,Ireland,Poverty,0.1
2012,Ireland,Poverty,0.094
2013,Ireland,Poverty,0.095
2014,Ireland,Poverty,0.093
2015,Ireland,Poverty,0.098
2016,Ireland,Poverty,0.091
2017,Ireland,Poverty,0.09
2018,Ireland,Poverty,0.074
2019,Ireland,Poverty,0.0
2020,Ireland,Poverty,0.0
2021,Ireland,Poverty,0.0
2022,Ireland,Poverty,0.0
2010,Italy,Poverty,0.134
2011,Italy,Poverty,0.128
2012,Italy,Poverty,0.13
2013,Italy,Poverty,0.133
2014,Italy,Poverty,0.137
2015,Italy,Poverty,0.144
2016,Italy,Poverty,0.137
2017,Italy,Poverty,0.139
2018,Italy,Poverty,0.142
2019,Italy,Poverty,0.0
2020,Italy,Poverty,0.0
2021,Italy,Poverty,0.0
2022,Italy,Poverty,0.0
2010,Luxembourg,Poverty,0.0
2011,Luxembourg,Poverty,0.0
2012,Luxembourg,Poverty,0.0
2013,Luxembourg,Poverty,0.0
2014,Luxembourg,Poverty,0.0
2015,Luxembourg,Poverty,0.109
2016,Luxembourg,Poverty,0.111
2017,Luxembourg,Poverty,0.122
2018,Luxembourg,Poverty,0.114
2019,Luxembourg,Poverty,0.105
2020,Luxembourg,Poverty,0.0
2021,Luxembourg,Poverty,0.0
2022,Luxembourg,Poverty,0.0
2010,Netherlands,Poverty,0.0
2011,Netherlands,Poverty,0.072
2012,Netherlands,Poverty,0.074
2013,Netherlands,Poverty,0.078
2014,Netherlands,Poverty,0.077
2015,Netherlands,Poverty,0.077
2016,Netherlands,Poverty,0.081
2017,Netherlands,Poverty,0.079
2018,Netherlands,Poverty,0.078
2019,Netherlands,Poverty,0.08
2020,Netherlands,Poverty,0.083
2021,Netherlands,Poverty,0.0
2022,Netherlands,Poverty,0.0
2010,Norway,Poverty,0.0
2011,Norway,Poverty,0.0
2012,Norway,Poverty,0.0
2013,Norway,Poverty,0.0
2014,Norway,Poverty,0.0
2015,Norway,Poverty,0.0
2016,Norway,Poverty,0.0
2017,Norway,Poverty,0.0
2018,Norway,Poverty,0.0
2019,Norway,Poverty,0.0
2020,Norway,Poverty,0.0
2021,Norway,Poverty,0.0
2022,Norway,Poverty,0.0
2010,Poland,Poverty,0.107
2011,Poland,Poverty,0.106
2012,Poland,Poverty,0.104
2013,Poland,Poverty,0.106
2014,Poland,Poverty,0.104
2015,Poland,Poverty,0.111
2016,Poland,Poverty,0.103
2017,Poland,Poverty,0.096
2018,Poland,Poverty,0.098
2019,Poland,Poverty,0.0
2020,Poland,Poverty,0.0
2021,Poland,Poverty,0.0
2022,Poland,Poverty,0.0
2010,Portugal,Poverty,0.109
2011,Portugal,Poverty,0.114
2012,Portugal,Poverty,0.13
2013,Portugal,Poverty,0.135
2014,Portugal,Poverty,0.135
2015,Portugal,Poverty,0.125
2016,Portugal,Poverty,0.125
2017,Portugal,Poverty,0.107
2018,Portugal,Poverty,0.104
2019,Portugal,Poverty,0.106
2020,Portugal,Poverty,0.0
2021,Portugal,Poverty,0.0
2022,Portugal,Poverty,0.0
2010,Slovakia,Poverty,0.08
2011,Slovakia,Poverty,0.082
2012,Slovakia,Poverty,0.085
2013,Slovakia,Poverty,0.085
2014,Slovakia,Poverty,0.088
2015,Slovakia,Poverty,0.085
2016,Slovakia,Poverty,0.085
2017,Slovakia,Poverty,0.073
2018,Slovakia,Poverty,0.077
2019,Slovakia,Poverty,0.078
2020,Slovakia,Poverty,0.0
2021,Slovakia,Poverty,0.0
2022,Slovakia,Poverty,0.0
2010,Spain,Poverty,0.139
2011,Spain,Poverty,0.147
2012,Spain,Poverty,0.141
2013,Spain,Poverty,0.159
2014,Spain,Poverty,0.153
2015,Spain,Poverty,0.153
2016,Spain,Poverty,0.156
2017,Spain,Poverty,0.148
2018,Spain,Poverty,0.142
2019,Spain,Poverty,0.147
2020,Spain,Poverty,0.0
2021,Spain,Poverty,0.0
2022,Spain,Poverty,0.0
2010,Sweden,Poverty,0.0
2011,Sweden,Poverty,0.0
2012,Sweden,Poverty,0.0
2013,Sweden,Poverty,0.084
2014,Sweden,Poverty,0.087
2015,Sweden,Poverty,0.089
2016,Sweden,Poverty,0.088
2017,Sweden,Poverty,0.093
2018,Sweden,Poverty,0.087
2019,Sweden,Poverty,0.091
2020,Sweden,Poverty,0.088
2021,Sweden,Poverty,0.0
2022,Sweden,Poverty,0.0
2010,Switzerland,Poverty,0.0
2011,Switzerland,Poverty,0.0
2012,Switzerland,Poverty,0.0
2013,Switzerland,Poverty,0.0
2014,Switzerland,Poverty,0.0
2015,Switzerland,Poverty,0.0
2016,Switzerland,Poverty,0.0
2017,Switzerland,Poverty,0.0
2018,Switzerland,Poverty,0.0
2019,Switzerland,Poverty,0.0
2020,Switzerland,Poverty,0.0
2021,Switzerland,Poverty,0.0
2022,Switzerland,Poverty,0.0
2010,United Kingdom,Poverty,0.0
2011,United Kingdom,Poverty,0.0
2012,United Kingdom,Poverty,0.0
2013,United Kingdom,Poverty,0.0
2014,United Kingdom,Poverty,0.0
2015,United Kingdom,Poverty,0.0
2016,United Kingdom,Poverty,0.0
2017,United Kingdom,Poverty,0.0
2018,United Kingdom,Poverty,0.0
2019,United Kingdom,Poverty,0.0
2020,United Kingdom,Poverty,0.0
2021,United Kingdom,Poverty,0.0
2022,United Kingdom,Poverty,0.0
2010,Estonia,Poverty,0.0
2011,Estonia,Poverty,0.0
2012,Estonia,Poverty,0.0
2013,Estonia,Poverty,0.158
2014,Estonia,Poverty,0.157
2015,Estonia,Poverty,0.16
2016,Estonia,Poverty,0.158
2017,Estonia,Poverty,0.158
2018,Estonia,Poverty,0.163
2019,Estonia,Poverty,0.149
2020,Estonia,Poverty,0.0
2021,Estonia,Poverty,0.0
2022,Estonia,Poverty,0.0
2010,Russia,Poverty,0.0
2011,Russia,Poverty,0.0
2012,Russia,Poverty,0.0
2013,Russia,Poverty,0.0
2014,Russia,Poverty,0.0
2015,Russia,Poverty,0.0
2016,Russia,Poverty,0.0
2017,Russia,Poverty,0.0
2018,Russia,Poverty,0.0
2019,Russia,Poverty,0.0
2020,Russia,Poverty,0.0
2021,Russia,Poverty,0.0
2010,Slovenia,Poverty,0.091
2011,Slovenia,Poverty,0.086
2012,Slovenia,Poverty,0.095
2013,Slovenia,Poverty,0.095
2014,Slovenia,Poverty,0.093
2015,Slovenia,Poverty,0.092
2016,Slovenia,Poverty,0.086
2017,Slovenia,Poverty,0.085
2018,Slovenia,Poverty,0.075
2019,Slovenia,Poverty,0.074
2020,Slovenia,Poverty,0.0
2021,Slovenia,Poverty,0.0
2022,Slovenia,Poverty,0.0
2010,Latvia,Poverty,0.133
2011,Latvia,Poverty,0.129
2012,Latvia,Poverty,0.133
2013,Latvia,Poverty,0.145
2014,Latvia,Poverty,0.164
2015,Latvia,Poverty,0.162
2016,Latvia,Poverty,0.167
2017,Latvia,Poverty,0.166
2018,Latvia,Poverty,0.175
2019,Latvia,Poverty,0.162
2020,Latvia,Poverty,0.169
2021,Latvia,Poverty,0.0
2022,Latvia,Poverty,0.0
2010,Lithuania,Poverty,0.127
2011,Lithuania,Poverty,0.126
2012,Lithuania,Poverty,0.143
2013,Lithuania,Poverty,0.124
2014,Lithuania,Poverty,0.157
2015,Lithuania,Poverty,0.165
2016,Lithuania,Poverty,0.168
2017,Lithuania,Poverty,0.173
2018,Lithuania,Poverty,0.155
2019,Lithuania,Poverty,0.154
2020,Lithuania,Poverty,0.0
2021,Lithuania,Poverty,0.0
2022,Lithuania,Poverty,0.0
2010,Croatia,Poverty,0.0
2011,Croatia,Poverty,0.0
2012,Croatia,Poverty,0.0
2013,Croatia,Poverty,0.0
2014,Croatia,Poverty,0.0
2015,Croatia,Poverty,0.0
2016,Croatia,Poverty,0.0
2017,Croatia,Poverty,0.0
2018,Croatia,Poverty,0.0
2019,Croatia,Poverty,0.0
2020,Croatia,Poverty,0.0
2021,Croatia,Poverty,0.0
2022,Croatia,Poverty,0.0
2010,Austria,GNI,42370.492685
2011,Austria,GNI,44619.143494
2012,Austria,GNI,46524.585901
2013,Austria,GNI,48065.980083
2014,Austria,GNI,48877.877018
2015,Austria,GNI,49450.318805
2016,Austria,GNI,52661.118518
2017,Austria,GNI,53680.256398
2018,Austria,GNI,56398.368814
2019,Austria,GNI,59548.613171
2020,Austria,GNI,57766.534691
2021,Austria,GNI,60261.100147
2022,Austria,GNI,0.0
2010,Belgium,GNI,40447.969291
2011,Belgium,GNI,41008.847549
2012,Belgium,GNI,43271.819019
2013,Belgium,GNI,44748.589693
2014,Belgium,GNI,45872.684937
2015,Belgium,GNI,46855.558957
2016,Belgium,GNI,49065.357391
2017,Belgium,GNI,50905.372269
2018,Belgium,GNI,52995.77947
2019,Belgium,GNI,56340.906308
2020,Belgium,GNI,55100.791357
2021,Belgium,GNI,59365.305438
2022,Belgium,GNI,0.0
2010,Denmark,GNI,43709.604232
2011,Denmark,GNI,45344.367171
2012,Denmark,GNI,45820.387616
2013,Denmark,GNI,48223.000169
2014,Denmark,GNI,49648.01783
2015,Denmark,GNI,50564.074167
2016,Denmark,GNI,53244.41556
2017,Denmark,GNI,56568.221029
2018,Denmark,GNI,59076.193546
2019,Denmark,GNI,61619.447517
2020,Denmark,GNI,62812.707224
2021,Denmark,GNI,67159.539624
2022,Denmark,GNI,77802.563285
2010,Finland,GNI,39458.080139
2011,Finland,GNI,41073.289406
2012,Finland,GNI,41063.966306
2013,Finland,GNI,41663.300112
2014,Finland,GNI,42167.773015
2015,Finland,GNI,42908.108009
2016,Finland,GNI,45139.000715
2017,Finland,GNI,47594.023853
2018,Finland,GNI,49772.430431
2019,Finland,GNI,52073.834828
2020,Finland,GNI,53179.030302
2021,Finland,GNI,55560.005869
2022,Finland,GNI,59730.173714
2010,France,GNI,36741.445969
2011,France,GNI,38443.508014
2012,France,GNI,38508.150438
2013,France,GNI,40413.873486
2014,France,GNI,41014.141707
2015,France,GNI,41711.649419
2016,France,GNI,43762.504542
2017,France,GNI,45450.131699
2018,France,GNI,47411.192085
2019,France,GNI,51299.720783
2020,France,GNI,48571.190006
2021,France,GNI,52517.468077
2022,France,GNI,0.0
2010,Germany,GNI,40470.854089
2011,Germany,GNI,43630.88959
2012,Germany,GNI,44399.894585
2013,Germany,GNI,46035.531279
2014,Germany,GNI,47953.166499
2015,Germany,GNI,48694.521665
2016,Germany,GNI,51834.217115
2017,Germany,GNI,54335.986153
2018,Germany,GNI,57056.545007
2019,Germany,GNI,59329.093999
2020,Germany,GNI,58145.403235
2021,Germany,GNI,60884.514282
2022,Germany,GNI,66285.344413
2010,Greece,GNI,27294.138395
2011,Greece,GNI,24959.794298
2012,Greece,GNI,25119.569313
2013,Greece,GNI,25985.683824
2014,Greece,GNI,26797.994311
2015,Greece,GNI,26738.495493
2016,Greece,GNI,27377.78929
2017,Greece,GNI,28461.422297
2018,Greece,GNI,29290.989054
2019,Greece,GNI,30875.775163
2020,Greece,GNI,28278.088937
2021,Greece,GNI,31160.442739
2022,Greece,GNI,0.0
2010,Hungary,GNI,20718.231733
2011,Hungary,GNI,21914.223952
2012,Hungary,GNI,22282.361886
2013,Hungary,GNI,23833.946719
2014,Hungary,GNI,24531.975844
2015,Hungary,GNI,25516.089454
2016,Hungary,GNI,27188.310438
2017,Hungary,GNI,28302.773497
2018,Hungary,GNI,30659.059758
2019,Hungary,GNI,33731.670638
2020,Hungary,GNI,33358.564338
2021,Hungary,GNI,35651.053338
2022,Hungary,GNI,0.0
2010,Iceland,GNI,0.0
2011,Iceland,GNI,0.0
2012,Iceland,GNI,0.0
2013,Iceland,GNI,0.0
2014,Iceland,GNI,0.0
2015,Iceland,GNI,0.0
2016,Iceland,GNI,0.0
2017,Iceland,GNI,0.0
2018,Iceland,GNI,0.0
2019,Iceland,GNI,0.0
2020,Iceland,GNI,0.0
2021,Iceland,GNI,0.0
2022,Iceland,GNI,0.0
2010,Ireland,GNI,36322.686954
2011,Ireland,GNI,36713.239039
2012,Ireland,GNI,37535.106881
2013,Ireland,GNI,40476.51175
2014,Ireland,GNI,43304.84694
2015,Ireland,GNI,53243.968458
2016,Ireland,GNI,58417.741229
2017,Ireland,GNI,62070.412204
2018,Ireland,GNI,65780.789805
2019,Ireland,GNI,69786.747733
2020,Ireland,GNI,70791.496903
2021,Ireland,GNI,81104.159179
2022,Ireland,GNI,0.0
2010,Italy,GNI,34764.322436
2011,Italy,GNI,36111.761596
2012,Italy,GNI,36047.258441
2013,Italy,GNI,36205.072993
2014,Italy,GNI,36479.158788
2015,Italy,GNI,36949.112518
2016,Italy,GNI,40382.83685
2017,Italy,GNI,42185.38429
2018,Italy,GNI,43907.370327
2019,Italy,GNI,46187.956016
2020,Italy,GNI,43684.094965
2021,Italy,GNI,47574.637554
2022,Italy,GNI,53075.33059
2010,Luxembourg,GNI,61335.955018
2011,Luxembourg,GNI,65354.730794
2012,Luxembourg,GNI,74151.174167
2013,Luxembourg,GNI,72147.053576
2014,Luxembourg,GNI,76212.565294
2015,Luxembourg,GNI,69436.001203
2016,Luxembourg,GNI,74845.970828
2017,Luxembourg,GNI,82208.694093
2018,Luxembourg,GNI,83156.432712
2019,Luxembourg,GNI,80291.88721
2020,Luxembourg,GNI,82795.16685
2021,Luxembourg,GNI,91669.48834
2022,Luxembourg,GNI,0.0
2010,Netherlands,GNI,44643.038304
2011,Netherlands,GNI,46442.955638
2012,Netherlands,GNI,46745.651068
2013,Netherlands,GNI,48891.54407
2014,Netherlands,GNI,48736.470017
2015,Netherlands,GNI,49776.00061
2016,Netherlands,GNI,51020.439294
2017,Netherlands,GNI,54456.400448
2018,Netherlands,GNI,57607.467506
2019,Netherlands,GNI,58983.256856
2020,Netherlands,GNI,57865.976834
2021,Netherlands,GNI,61946.917712
2022,Netherlands,GNI,0.0
2010,Norway,GNI,58857.9728
2011,Norway,GNI,63056.5331
2012,Norway,GNI,66323.329784
2013,Norway,GNI,68086.415172
2014,Norway,GNI,68419.551905
2015,Norway,GNI,63229.665383
2016,Norway,GNI,61841.36074
2017,Norway,GNI,66941.939539
2018,Norway,GNI,73093.168062
2019,Norway,GNI,72051.632365
2020,Norway,GNI,67829.25098
2021,Norway,GNI,83759.934379
2022,Norway,GNI,0.0
2010,Poland,GNI,19882.578612
2011,Poland,GNI,21567.082273
2012,Poland,GNI,22415.070026
2013,Poland,GNI,23195.652295
2014,Poland,GNI,24048.867542
2015,Poland,GNI,25509.376837
2016,Poland,GNI,26705.439163
2017,Poland,GNI,28354.520524
2018,Poland,GNI,30329.37892
2019,Poland,GNI,33148.689909
2020,Poland,GNI,33578.200426
2021,Poland,GNI,35957.457393
2022,Poland,GNI,0.0
2010,Portugal,GNI,26393.198455
2011,Portugal,GNI,26335.67418
2012,Portugal,GNI,25812.299436
2013,Portugal,GNI,27562.555251
2014,Portugal,GNI,28154.273553
2015,Portugal,GNI,28865.215742
2016,Portugal,GNI,30839.796167
2017,Portugal,GNI,32269.025353
2018,Portugal,GNI,34075.601394
2019,Portugal,GNI,36330.27528
2020,Portugal,GNI,34411.605571
2021,Portugal,GNI,36279.488777
2022,Portugal,GNI,0.0
2010,Slovakia,GNI,24696.729393
2011,Slovakia,GNI,25354.679434
2012,Slovakia,GNI,26550.555175
2013,Slovakia,GNI,27815.164753
2014,Slovakia,GNI,28702.512618
2015,Slovakia,GNI,29329.190567
2016,Slovakia,GNI,28954.267805
2017,Slovakia,GNI,29603.712695
2018,Slovakia,GNI,30880.148708
2019,Slovakia,GNI,32658.762232
2020,Slovakia,GNI,32502.86775
2021,Slovakia,GNI,33527.759638
2022,Slovakia,GNI,0.0
2010,Spain,GNI,31229.014679
2011,Spain,GNI,31309.918258
2012,Spain,GNI,31471.043436
2013,Spain,GNI,32246.401127
2014,Spain,GNI,33436.162039
2015,Spain,GNI,34937.799451
2016,Spain,GNI,37425.424397
2017,Spain,GNI,39616.366483
2018,Spain,GNI,40835.535722
2019,Spain,GNI,43212.038259
2020,Spain,GNI,38089.01621
2021,Spain,GNI,40948.095368
2022,Spain,GNI,0.0
2010,Sweden,GNI,43368.71044
2011,Sweden,GNI,45519.554173
2012,Sweden,GNI,46472.704182
2013,Sweden,GNI,47352.523077
2014,Sweden,GNI,48180.581727
2015,Sweden,GNI,49518.653061
2016,Sweden,GNI,50743.555804
